rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,throttle_rate,throttle_pc,engine_rpm
1541198211052576014,,53956,,1541198211,52437610,'',14.0,0.0,1584.0
1541198211061098167,,53957,,1541198211,60975032,'',14.0,0.0,1578.0
1541198211073174466,,53958,,1541198211,73057508,'',14.0,0.0,1578.0
1541198211081212610,,53959,,1541198211,81119734,'',14.0,0.0,1578.0
1541198211094523643,,53960,,1541198211,94273391,'',14.1000003815,0.0,1572.0
1541198211101423442,,53961,,1541198211,101293580,'',14.1000003815,0.0,1570.0
1541198211112624385,,53962,,1541198211,112519363,'',14.1000003815,0.0,1568.0
1541198211121138730,,53963,,1541198211,120995156,'',14.1000003815,0.0,1568.0
1541198211133475214,,53964,,1541198211,133252963,'',14.1000003815,0.0,1562.0
1541198211141483053,,53965,,1541198211,141357164,'',14.1000003815,0.0,1556.0
1541198211152930856,,53966,,1541198211,152743756,'',14.1000003815,0.0,1556.0
1541198211162220536,,53967,,1541198211,162053565,'',14.1000003815,0.0,1552.0
1541198211172696380,,53968,,1541198211,172496802,'',14.1000003815,0.0,1552.0
1541198211181103531,,53969,,1541198211,180998176,'',14.1000003815,0.0,1550.0
1541198211194400699,,53970,,1541198211,194253469,'',14.1000003815,0.0,1552.0
1541198211201486162,,53971,,1541198211,201335493,'',14.1000003815,0.0,1552.0
1541198211212627725,,53972,,1541198211,212505604,'',14.1000003815,0.0,1552.0
1541198211221147325,,53973,,1541198211,221015512,'',14.1000003815,0.0,1550.0
1541198211233217685,,53974,,1541198211,233066319,'',14.1000003815,0.0,1550.0
1541198211241304627,,53975,,1541198211,241209841,'',14.1000003815,0.0,1550.0
1541198211253015967,,53976,,1541198211,252716722,'',14.1000003815,0.0,1550.0
1541198211261946303,,53977,,1541198211,261808082,'',14.1000003815,0.0,1550.0
1541198211273241493,,53978,,1541198211,273093676,'',14.1000003815,0.0,1554.0
1541198211281289821,,53979,,1541198211,281152926,'',14.1000003815,0.0,1554.0
1541198211293888924,,53980,,1541198211,293732766,'',14.1000003815,0.0,1556.0
1541198211301080042,,53981,,1541198211,300973703,'',13.6999998093,-0.0399999991059,1556.0
1541198211312699914,,53982,,1541198211,312523059,'',13.6999998093,0.0,1560.0
1541198211321785616,,53983,,1541198211,321620211,'',13.3000001907,-0.0399999991059,1560.0
1541198211332757150,,53984,,1541198211,332547645,'',12.8000001907,-0.0799999982119,1562.0
1541198211341766062,,53985,,1541198211,341615356,'',12.8000001907,0.0,1566.0
1541198211352532121,,53986,,1541198211,352340686,'',12.3999996185,-0.0799999982119,1566.0
1541198211361511601,,53987,,1541198211,361379205,'',12.1000003815,-0.0399999991059,1566.0
1541198211373398798,,53988,,1541198211,373250368,'',12.1000003815,0.0,1566.0
1541198211381456835,,53989,,1541198211,381345602,'',12.0,-0.0399999991059,1570.0
1541198211394364521,,53990,,1541198211,394247099,'',11.8000001907,-0.0399999991059,1570.0
1541198211401461024,,53991,,1541198211,401333048,'',11.8000001907,0.0,1566.0
1541198211413684430,,53992,,1541198211,413523247,'',11.5,-0.0399999991059,1562.0
1541198211421133137,,53993,,1541198211,420990569,'',11.1999998093,-0.0399999991059,1560.0
1541198211433263355,,53994,,1541198211,433035935,'',11.1999998093,0.0,1554.0
1541198211441257106,,53995,,1541198211,441139279,'',10.6000003815,-0.0799999982119,1554.0
1541198211452829418,,53996,,1541198211,452715755,'',9.80000019073,-0.0799999982119,1548.0
